entity_id,stage,stage_name,prompt,negative_prompt,seed,realism_adjusted,adjustment_note,source_file
VC-ET8,2,Loorinan,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A seven-foot muscular headless figure, the neck-maw expanded down through the upper torso into a vertical mouth of hundreds of teeth; its waxy skin embossed with dozens of compressed human faces pressing outward as if from beneath, arms spread, low camera angle, violet accent light. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 2 (elite): 8-12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",895635101,False,,veiled_current_prompts.json
VC-ET9,1,Shikishin,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A four-foot humanoid built from folded washi paper with visible origami-joint creases, an ink-painted face with faint shifting linework, paper skin showing slow decay-and-regeneration texture at the edges, holding narrow paper seal-strips between thin folded fingers. Ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",2821509975,False,,legendary_prompts.json
VC-G1,1,Falenling,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A five-foot humanoid crow, glossy black feathers so light-absorbent they read as voids with thin blue rim highlights, beak of polished obsidian; wings of overlapping matte dark plates instead of flight feathers, taloned feet gripping the floor, head cocked with one moonlit eye, tengu bearing. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 1 (juvenile): roughly human scale (5-7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",283948347,False,,veiled_current_prompts.json
VC-G1,2,Falendiv,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A seven-foot tengu-like figure with a long crimson ceramic beak-nose and a face of weathered wood grain; vast dark-matter wings of layered light-swallowing plates folded behind it, feather-cloaked shoulders, monk cords across the chest, gravity warping fog into slow spirals at its feet. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 2 (elite): 8-12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1171179621,False,,veiled_current_prompts.json
VC-G1,3,Falensav,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A fifteen-foot war god fusing human and avian anatomy, its body carved from ultra-dense neutron-dark material with a dull metallic sheen; immense plated wings spread wide, obsidian beak-visage, every step compressing the ground into radial cracks, fog crushed flat around it, dramatic low hero angle. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1101653497,False,,veiled_current_prompts.json
VC-G10,1,Abura,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A three-foot squat humanoid with a potato-shaped head and a straw-woven coat over a visibly dense heavy frame, deep boot-prints pressed into the ground, carrying a small wooden oil-press dripping a thick dark viscous fluid. Ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",4259253375,False,,legendary_prompts.json
VC-G11,1,Omagatoki,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. An eight-foot silhouette of near-total light-absorbing density standing at the edge of visible dusk-toned fog, a void-black facial void, hand-shapes rendered as small localized dark gravitational distortions bending the surrounding fog inward. Ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",1310267833,False,,legendary_prompts.json
VC-G12,1,Shikome,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A single seven-foot grave-matter hag rendered as the detailed lead figure of the coven — mosaic skin of grave-wax and tombstone dust, hair of tangled iron wire and root fiber, gnarled hands reaching downward as the ground visibly sinks beneath her weight. Ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects, blurry, deformed anatomy, extra limbs beyond described",2835494774,True,"Source describes a coven of four hags moving together; per single-subject rule, rendered as one richly detailed hag whose gravity-well ground-sinking implies the group's combined pull.",legendary_prompts.json
VC-G2,1,Coravelyn,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A six-and-a-half-foot brutish oni with skin of cracked volcanic rock, fissures glowing with internal magma light; two curved horns of compressed dark iron spiraling from the forehead, heavy knuckled fists, squat powerful stance, embers in the cracks against moonlit blue fog. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 1 (juvenile): roughly human scale (5-7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",105585420,False,,veiled_current_prompts.json
VC-G2,2,Coraveleir,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. An eight-foot oni whose rock hide has thickened into natural armor plates carved with glowing graviton grooves that pulse violet; horns lengthened and battle-chipped, shoulders massive, small debris hovering an inch above its skin, ground dimpling beneath its stance, low angle. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 2 (elite): 8-12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1312075274,False,,veiled_current_prompts.json
VC-G2,3,Coravelax,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A twenty-foot titan, a walking mountain of graviton-forged stone and degenerate matter with dull starlight sheen; magma seams and violet gravity channels crossing its shell, twin iron horns like siege rams, gravel orbiting its fists, the ground bowing into a shallow crater under its feet. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1446523687,False,,veiled_current_prompts.json
VC-G3,1,Brisayn,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A hulking six-foot figure draped in a woven straw raincoat whose strands are fine dark filaments with a metallic glint; face hidden by a grotesque carved demon mask of lacquered wood, thick gloved hands, straw hem trailing in fog, single lantern accent against cold blue night. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 1 (juvenile): roughly human scale (5-7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1643630833,False,,veiled_current_prompts.json
VC-G3,2,Briseir,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A broader figure beneath a vast graviton-fiber straw cloak that spreads like a tent, the strands sagging with impossible weight; the demon mask now cracked and iron-bound, objects glimpsed hanging weightless in the cloak's shadowed folds, ground compressed in a ring around it. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 2 (elite): 8-12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",250756118,False,,veiled_current_prompts.json
VC-G3,3,Brisax,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A thirty-foot colossus shaped like a walking ziggurat of black iron and stone, tiers engraved with worn ceremonial reliefs; the demon mask enlarged into a temple-facade face, straw cloak fossilized into hanging basalt columns, fog crushed outward, ground stress fractures radiating from each step. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",293134830,False,,veiled_current_prompts.json
VC-G4,1,Zesoyn,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A three-foot kappa-like humanoid with wet green scaled skin and a domed turtle shell of smooth ceramic-like material on its back; a water-filled bowl depression in its skull reflecting moonlight, webbed hands, hunched alert posture, drips falling upward in a faint gravity anomaly around it. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 1 (juvenile): roughly human scale (5-7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1671559711,False,,veiled_current_prompts.json
VC-G4,2,Zeseir,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A five-foot kappa in a full exoskeleton of graviton-reinforced chitin, segmented and glossy; the skull-bowl now rimmed with bone and brimming with impossibly still water, shell plates shifting position across its back, small stones floating around its ankles, low threatening angle in wet fog. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 2 (elite): 8-12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1140103376,False,,veiled_current_prompts.json
VC-G4,3,Zesax,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A primordial water-gravity deity: a six-foot core sphere of mirror-still liquid suspended at the heart of a twenty-foot roughly humanoid cascade of upward-flowing river water; kappa shell fragments and river stones orbiting the torso, water bending sideways in visible gravitational arcs, moonlit spray. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",850608466,False,,veiled_current_prompts.json
VC-G5,1,Meelyn,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A dog-sized spider of dark metallic chitin, eight segmented legs with a machined graviton-cable look; swollen abdomen glowing with cold violet bioluminescence in rhythmic pulses, fine hairs beaded with fog moisture, low stance on a wet black floor, moonlight tracing the carapace. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 1 (juvenile): roughly human scale (5-7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1179571220,False,,veiled_current_prompts.json
VC-G5,2,Meeleir,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A horse-sized spider with a second layer of shifting graviton-armor plates sliding across its chitin; abdomen now housing a caged violet gravity-light, legs braced wide as loose gravel hovers beneath its body, threads of silk hanging weightless around it, slightly low camera angle. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 2 (elite): 8-12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",261252892,False,,veiled_current_prompts.json
VC-G5,3,Meelax,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A titanic arachnid deity rendered as a mountain-bodied spider — carapace of layered rock strata, legs like buttressed stone towers descending into fog; a web of faintly glowing gravitational threads radiating from its abdomen, boulders suspended in the strands, low hero angle, full body in frame. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 3 (apex): 20 ft and beyond, cinematic god-scale; overwhelming presence, atmosphere reacting to the body (fog displacement, ground stress); dramatic low-angle hero shot while keeping full body in frame.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",1026965802,False,,veiled_current_prompts.json
VC-G6,1,Ronoling,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A seven-foot hulking figure buried in matted hair of dark graviton fiber, each strand rope-thick and impossibly heavy, hanging dead straight and pinning the fog around it; a broad face barely visible in the mane, knuckles dragging, floor dented where the hair touches, wet sheen and moon rim light. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 1 (juvenile): roughly human scale (5-7 ft), lean and unproven; emerging powers only hinted at in surface detail; camera at eye level.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",371124451,False,,veiled_current_prompts.json
VC-G6,2,Ronodiv,"Photorealistic dark-fantasy creature/deity concept art. Cinematic lighting: strong key light, controlled rim light, deep shadow falloff, volumetric atmosphere. Physically-based materials — real skin with pores and subsurface scattering, real metal with accurate reflectance and wear, real fire with emissive bloom, real stone with granular texture. Absolutely no cel shading, no anime, no cartoon, no illustration line-art, no painterly stylization. Grounded, anatomically plausible construction even for supernatural beings — as realistic as the deity it derives from can be: muscles, weight, joint articulation, and material physics must read as real. Neutral dark studio-fog background (charcoal gradient with low-lying fog, no environment, no props, no other figures) for clean sprite extraction. Single subject, full body visible head to toe, centered in frame, 3/4 view. A nine-foot mass of cable-like graviton dreadlocks shrouding the whole body, each lock gouging drag-furrows into the ground behind it; muscular arms parting the curtain of hair, eyes glinting deep inside, dust and pebbles pinned flat in a radius, low camera angle conveying crushing weight. Faction palette: ink black, deep violet, and cold moonlit blue; yokai-realism — Japanese folklore horror rendered with documentary photorealism, wet ink sheen, lantern and moonlight accents. Stage 2 (elite): 8-12 ft, battle-worn and hardened; scars, layered armor-growth, visibly active power channels; slightly low camera angle conveying threat.","anime, cartoon, cel shading, illustration, flat colors, chibi, low poly, text, watermark, multiple subjects",59275825,False,,veiled_current_prompts.json
